timestamp,agg_val,dataNotReady,pdRPC,regionMiss,regionScheduling,serverBusy,staleCommand,tikvDiskFull,tikvLockFast,tikvRPC,txnLock
1640667507,0,0,0,0.059280000000000006,0,0,0,0,0,0,0
1640667522,0,0,0,0.06946000000000001,0,0,0,0,0,0,0
1640667537,0,0,0,0.06666666666666667,0,0,0,0,0,0,0
1640667552,0,0,0,0.02222222222222222,0,0,0,0,0,0,0
1640667567,0,0,0,0,0,0,0,0,0,0,0
1640667582,0,0,0,0,0,0,0,0,0,0,0
1640667597,0,0,0,0,0,0,0,0,0,0,0
1640667612,0,0,0,0,0,0,0,0,0,0,0
1640667627,0,0,0,0,0,0,0,0,0,0,0
1640667642,0,0,0,0,0,0,0,0,0,0,0
1640667657,0,0,0,0,0,0,0,0,0,0,0
1640667672,0,0,0,0,0,0,0,0,0,0,0
1640667687,0,0,0,0,0,0,0,0,0,0,0
1640667702,0,0,0,0,0,0,0,0,0,0,0
1640667717,0,0,0,0,0,0,0,0,0,0,0
1640667732,0,0,0,0,0,0,0,0,0,0,0
1640667747,0,0,0,0,0,0,0,0,0,0,0
1640667762,0,0,0,0,0,0,0,0,0,0,0
1640667777,0,0,0,0,0,0,0,0,0,0,0
1640667792,0,0,0,0,0,0,0,0,0,0,0
1640667807,0,0,0,0,0,0,0,0,0,0,0
1640667822,0,0,0,0,0,0,0,0,0,0,0
1640667837,0,0,0,0,0,0,0,0,0,0,0
1640667852,0,0,0,0,0,0,0,0,0,0,0
1640667867,0,0,0,0,0,0,0,0,0,0,0
1640667882,0,0,0,0,0,0,0,0,0,0,0
1640667897,0,0,0,0,0,0,0,0,0,0,0
1640667912,0,0,0,0,0,0,0,0,0,0,0
1640667927,0,0,0,0,0,0,0,0,0,0,0
1640667942,0,0,0,0,0,0,0,0,0,0,0
1640667957,0,0,0,0,0,0,0,0,0,0,0
1640667972,0,0,0,0,0,0,0,0,0,0,0
1640667987,0,0,0,0,0,0,0,0,0,0,0
1640668002,0,0,0,0,0,0,0,0,0,0,0
1640668017,0,0,0,0,0,0,0,0,0,0,0
1640668032,0,0,0,0,0,0,0,0,0,0,0
1640668047,0,0,0,0,0,0,0,0,0,0,0
1640668062,0,0,0,0.08888888888888888,0,0,0,0,0,0,0
1640668077,0,0,0,0.08889481520990289,0,0,0,0,0,0,0
1640668092,0,0,0,0.08888888888888888,0,0,0,0,0,0,0
1640668107,0,0,0,0,0,0,0,0,0,0,0
1640668122,0,0,0,0,0,0,0,0,0,0,0
1640668137,0,0,0,0,0,0,0,0,0,0,0
1640668152,0,0,0,0,0,0,0,0,0,0,0
1640668167,0,0,0,0,0,0,0,0,0,0,0
1640668182,0,0,0,0,0,0,0,0,0,0,0
1640668197,0,0,0,0,0,0,0,0,0,0,0
1640668212,0,0,0,0,0,0,0,0,0,0,0
1640668227,0,0,0,0,0,0,0,0,0,0,0
1640668242,0,0,0,0,0,0,0,0,0,0,0
1640668257,0,0,0,0,0,0,0,0,0,0,0
1640668272,0,0,0,0,0,0,0,0,0,0,0
1640668287,0,0,0,0,0,0,0,0,0,0,0
1640668302,0,0,0,0,0,0,0,0,0,0,0
1640668317,0,0,0,0,0,0,0,0,0,0,0
1640668332,0,0,0,0,0,0,0,0,0,0,0
1640668347,0,0,0,0,0,0,0,0,0,0,0
1640668362,0,0,0,0,0,0,0,0,0,0,0
1640668377,0,0,0,0,0,0,0,0,0,0,0
1640668392,0,0,0,0,0,0,0,0,0,0,0
1640668407,0,0,0,0,0,0,0,0,0,0,0
1640668422,0,0,0,0,0,0,0,0,0,0,0
1640668437,0,0,0,0,0,0,0,0,0,0,0
1640668452,0,0,0,0,0,0,0,0,0,0,0
1640668467,0,0,0,0,0,0,0,0,0,0,0
1640668482,0,0,0,0,0,0,0,0,0,0,0
1640668497,0,0,0,0,0,0,0,0,0,0,0
1640668512,0,0,0,0,0,0,0,0,0,0,0
1640668527,0,0,0,0,0,0,0,0,0,0,0
1640668542,0,0,0,0,0,0,0,0,0,0,0
1640668557,0,0,0,0,0,0,0,0,0,0,0
1640668572,0,0,0,0,0,0,0,0,0,0,0
1640668587,0,0,0,0,0,0,0,0,0,0,0
1640668602,0,0,0,0,0,0,0,0,0,0,0
1640668617,0,0,0,0,0,0,0,0,0,0,0
1640668632,0,0,0,0,0,0,0,0,0,0,0
1640668647,0,0,0,0,0,0,0,0,0,0,0
1640668662,0,0,0,0,0,0,0,0,0,0,0
1640668677,0,0,0,0,0,0,0,0,0,0,0
1640668692,0,0,0,0,0,0,0,0,0,0,0
1640668707,0,0,0,0,0,0,0,0,0,0,0
1640668722,0,0,0,0,0,0,0,0,0,0,0
1640668737,0,0,0,0,0,0,0,0,0,0,0
1640668752,0,0,0,0,0,0,0,0,0,0,0
1640668767,0,0,0,0,0,0,0,0,0,0,0
1640668782,0,0,0,0,0,0,0,0,0,0,0
1640668797,0,0,0,0,0,0,0,0,0,0,0
1640668812,0,0,0,0,0,0,0,0,0,0,0
1640668827,0,0,0,0,0,0,0,0,0,0,0
1640668842,0,0,0,0,0,0,0,0,0,0,0
1640668857,0,0,0,0,0,0,0,0,0,0,0
1640668872,0,0,0,0,0,0,0,0,0,0,0
1640668887,0,0,0,0,0,0,0,0,0,0,0
1640668902,0,0,0,0,0,0,0,0,0,0,0
1640668917,0,0,0,0,0,0,0,0,0,0,0
1640668932,0,0,0,0,0,0,0,0,0,0,0
1640668947,0,0,0,0,0,0,0,0,0,0,0
1640668962,0,0,0,0,0,0,0,0,0,0,0
1640668977,0,0,0,0,0,0,0,0,0,0,0
1640668992,0,0,0,0,0,0,0,0,0,0,0
1640669007,0,0,0,0,0,0,0,0,0,0,0
1640669022,0,0,0,0,0,0,0,0,0,0,0
1640669037,0,0,0,0,0,0,0,0,0,0,0
1640669052,0,0,0,0,0,0,0,0,0,0,0
1640669067,0,0,0,0,0,0,0,0,0,0,0
1640669082,0,0,0,0,0,0,0,0,0,0,0
1640669097,0,0,0,0,0,0,0,0,0,0,0
1640669112,0,0,0,0,0,0,0,0,0,0,0
1640669127,0,0,0,0,0,0,0,0,0,0,0
1640669142,0,0,0,0,0,0,0,0,0,0,0
1640669157,0,0,0,0,0,0,0,0,0,0,0
1640669172,0,0,0,0,0,0,0,0,0,0,0
1640669187,0,0,0,0,0,0,0,0,0,0,0
1640669202,0,0,0,0,0,0,0,0,0,0,0
1640669217,0,0,0,0,0,0,0,0,0,0,0
1640669232,0,0,0,0,0,0,0,0,0,0,0
1640669247,0,0,0,0,0,0,0,0,0,0,0
1640669262,0,0,0,0,0,0,0,0,0,0,0
1640669277,0,0,0,0,0,0,0,0,0,0,0
1640669292,0,0,0,0,0,0,0,0,0,0,0
1640669307,0,0,0,0,0,0,0,0,0,0,0
1640669322,0,0,0,0,0,0,0,0,0,0,0
1640669337,0,0,0,0,0,0,0,0,0,0,0
1640669352,0,0,0,0,0,0,0,0,0,0,0
1640669367,0,0,0,0,0,0,0,0,0,0,0
1640669382,0,0,0,0,0,0,0,0,0,0,0
1640669397,0,0,0,0,0,0,0,0,0,0,0
1640669412,0,0,0,0,0,0,0,0,0,0,0
1640669427,0,0,0,0,0,0,0,0,0,0,0
1640669442,0,0,0,0,0,0,0,0,0,0,0
1640669457,0,0,0,0,0,0,0,0,0,0,0
1640669472,0,0,0,0,0,0,0,0,0,0,0
1640669487,0,0,0,0,0,0,0,0,0,0,0
1640669502,0,0,0,0,0,0,0,0,0,0,0
1640669517,0,0,0,0,0,0,0,0,0,0,0
1640669532,0,0,0,0,0,0,0,0,0,0,0
1640669547,0,0,0,0,0,0,0,0,0,0,0
1640669562,0,0,0,0,0,0,0,0,0,0,0
1640669577,0,0,0,0,0,0,0,0,0,0,0
1640669592,0,0,0,0,0,0,0,0,0,0,0
1640669607,0,0,0,0,0,0,0,0,0,0,0
1640669622,0,0,0,0,0,0,0,0,0,0,0
1640669637,0,0,0,0,0,0,0,0,0,0,0
1640669652,0,0,0,0,0,0,0,0,0,0,0
1640669667,0,0,0,0,0,0,0,0,0,0,0
1640669682,0,0,0,0,0,0,0,0,0,0,0
1640669697,0,0,0,0,0,0,0,0,0,0,0
1640669712,0,0,0,0,0,0,0,0,0,0,0
1640669727,0,0,0,0,0,0,0,0,0,0,0
1640669742,0,0,0,0,0,0,0,0,0,0,0
1640669757,0,0,0,0,0,0,0,0,0,0,0
1640669772,0,0,0,0,0,0,0,0,0,0,0
1640669787,0,0,0,0,0,0,0,0,0,0,0
1640669802,0,0,0,0,0,0,0,0,0,0,0
1640669817,0,0,0,0,0,0,0,0,0,0,0
1640669832,0,0,0,0,0,0,0,0,0,0,0
1640669847,0,0,0,0,0,0,0,0,0,0,0
1640669862,0,0,0,0,0,0,0,0,0,0,0
1640669877,0,0,0,0,0,0,0,0,0,0,0
1640669892,0,0,0,0,0,0,0,0,0,0,0
1640669907,0,0,0,0,0,0,0,0,0,0,0
1640669922,0,0,0,0,0,0,0,0,0,0,0
1640669937,0,0,0,0,0,0,0,0,0,0,0
1640669952,0,0,0,0,0,0,0,0,0,0,0
1640669967,0,0,0,0,0,0,0,0,0,0,0
1640669982,0,0,0,0,0,0,0,0,0,0,0
1640669997,0,0,0,0,0,0,0,0,0,0,0
1640670012,0,0,0,0,0,0,0,0,0,0,0
1640670027,0,0,0,0,0,0,0,0,0,0,0
1640670042,0,0,0,0,0,0,0,0,0,0,0
1640670057,0,0,0,0,0,0,0,0,0,0,0
1640670072,0,0,0,0,0,0,0,0,0,0,0
1640670087,0,0,0,0,0,0,0,0,0,0,0
1640670102,0,0,0,0,0,0,0,0,0,0,0
1640670117,0,0,0,0,0,0,0,0,0,0,0
1640670132,0,0,0,0,0,0,0,0,0,0,0
1640670147,0,0,0,0,0,0,0,0,0,0,0
1640670162,0,0,0,0,0,0,0,0,0,0,0
1640670177,0,0,0,0,0,0,0,0,0,0,0
1640670192,0,0,0,0,0,0,0,0,0,0,0
1640670207,0,0,0,0,0,0,0,0,0,0,0
1640670222,0,0,0,0,0,0,0,0,0,0,0
1640670237,0,0,0,0,0,0,0,0,0,0,0
1640670252,0,0,0,0,0,0,0,0,0,0,0
1640670267,0,0,0,0,0,0,0,0,0,0,0
1640670282,0,0,0,0,0,0,0,0,0,0,0
1640670297,0,0,0,0,0,0,0,0,0,0,0
1640670312,0,0,0,0,0,0,0,0,0,0,0
1640670327,0,0,0,0,0,0,0,0,0,0,0
1640670342,0,0,0,0,0,0,0,0,0,0,0
1640670357,0,0,0,0,0,0,0,0,0,0,0
1640670372,0,0,0,0,0,0,0,0,0,0,0
1640670387,0,0,0,0,0,0,0,0,0,0,0
1640670402,0,0,0,0,0,0,0,0,0,0,0
1640670417,0,0,0,0,0,0,0,0,0,0,0
1640670432,0,0,0,0,0,0,0,0,0,0,0
1640670447,0,0,0,0,0,0,0,0,0,0,0
1640670462,0,0,0,0,0,0,0,0,0,0,0
1640670477,0,0,0,0,0,0,0,0,0,0,0
1640670492,0,0,0,0,0,0,0,0,0,0,0
1640670507,0,0,0,0,0,0,0,0,0,0,0
1640670522,0,0,0,0,0,0,0,0,0,0,0
1640670537,0,0,0,0,0,0,0,0,0,0,0
1640670552,0,0,0,0,0,0,0,0,0,0,0
1640670567,0,0,0,0,0,0,0,0,0,0,0
1640670582,0,0,0,0,0,0,0,0,0,0,0
1640670597,0,0,0,0,0,0,0,0,0,0,0
1640670612,0,0,0,0,0,0,0,0,0,0,0
1640670627,0,0,0,0,0,0,0,0,0,0,0
1640670642,0,0,0,0,0,0,0,0,0,0,0
1640670657,0,0,0,0,0,0,0,0,0,0,0
1640670672,0,0,0,0,0,0,0,0,0,0,0
1640670687,0,0,0,0,0,0,0,0,0,0,0
1640670702,0,0,0,0,0,0,0,0,0,0,0
1640670717,0,0,0,0,0,0,0,0,0,0,0
1640670732,0,0,0,0,0,0,0,0,0,0,0
1640670747,0,0,0,0,0,0,0,0,0,0,0
1640670762,0,0,0,0,0,0,0,0,0,0,0
1640670777,0,0,0,0,0,0,0,0,0,0,0
1640670792,0,0,0,0,0,0,0,0,0,0,0
1640670807,0,0,0,0,0,0,0,0,0,0,0
1640670822,0,0,0,0,0,0,0,0,0,0,0
1640670837,0,0,0,0,0,0,0,0,0,0,0
1640670852,0,0,0,0,0,0,0,0,0,0,0
1640670867,0,0,0,0,0,0,0,0,0,0,0
1640670882,0,0,0,0,0,0,0,0,0,0,0
1640670897,0,0,0,0,0,0,0,0,0,0,0
1640670912,0,0,0,0,0,0,0,0,0,0,0
1640670927,0,0,0,0,0,0,0,0,0,0,0
1640670942,0,0,0,0,0,0,0,0,0,0,0
1640670957,0,0,0,0,0,0,0,0,0,0,0
1640670972,0,0,0,0,0,0,0,0,0,0,0
1640670987,0,0,0,0,0,0,0,0,0,0,0
1640671002,0,0,0,0,0,0,0,0,0,0,0
1640671017,0,0,0,0,0,0,0,0,0,0,0
1640671032,0,0,0,0,0,0,0,0,0,0,0
1640671047,0,0,0,0,0,0,0,0,0,0,0
1640671062,0,0,0,0.6222222222222221,0.07285333333333334,0,0,0,0,0,0
1640671077,0,0,0,0.6222222222222221,0.07285333333333334,0,0,0,0,0,0
1640671092,0,0,0,0.6222222222222221,0.07285333333333334,0,0,0,0,0,0
1640671107,0,0,0,0.04444444444444444,0,0,0,0,0,0,0
1640671122,0,0,0,0.04444444444444444,0,0,0,0,0,0,0
1640671137,0,0,0,0.04444444444444444,0,0,0,0,0,0,0
1640671152,0,0,0,0,0,0,0,0,0,0,0
1640671167,0,0,0,0.04444444444444444,0,0,0,0,0,0,0
1640671182,0,0,0,0.04444444444444444,0,0,0,0,0,0,0
1640671197,0,0,0,0.04444444444444444,0,0,0,0,0,0,0
1640671212,0,0,0,0,0,0,0,0,0,0,0
1640671227,0,0,0,0,0,0,0,0,0,0,0
1640671242,0,0,0,0,0,0,0,0,0,0,0
1640671257,0,0,0,0,0,0,0,0,0,0,0
1640671272,0,0,0,0,0,0,0,0,0,0,0
1640671287,0,0,0,0,0,0,0,0,0,0,0
1640671302,0,0,0,0,0,0,0,0,0,0,0
1640671317,0,0,0,0,0,0,0,0,0,0,0
1640671332,0,0,0,0,0,0,0,0,0,0,0
1640671347,0,0,0,0,0,0,0,0,0,0,0
1640671362,0,0,0,0,0,0,0,0,0,0,0
1640671377,0,0,0,0,0,0,0,0,0,0,0
1640671392,0,0,0,0,0,0,0,0,0,0,0
1640671407,0,0,0,0,0,0,0,0,0,0,0
1640671422,0,0,0,0,0,0,0,0,0,0,0
1640671437,0,0,0,0,0,0,0,0,0,0,0
1640671452,0,0,0,0,0,0,0,0,0,0,0
1640671467,0,0,0,0,0,0,0,0,0,0,0
1640671482,0,0,0,0,0,0,0,0,0,0,0
1640671497,0,0,0,0,0,0,0,0,0,0,0
1640671512,0,0,0,0,0,0,0,0,0,0,0
1640671527,0,0,0,0,0,0,0,0,0,0,0
1640671542,0,0,0,0,0,0,0,0,0,0,0
1640671557,0,0,0,0,0,0,0,0,0,0,0
1640671572,0,0,0,0,0,0,0,0,0,0,0
1640671587,0,0,0,0,0,0,0,0,0,0,0
1640671602,0,0,0,0,0,0,0,0,0,0,0
1640671617,0,0,0,0,0,0,0,0,0,0,0
1640671632,0,0,0,0,0,0,0,0,0,0,0
1640671647,0,0,0,0,0,0,0,0,0,0,0
1640671662,0,0,0,0,0,0,0,0,0,0,0
1640671677,0,0,0,0,0,0,0,0,0,0,0
1640671692,0,0,0,0,0,0,0,0,0,0,0
1640671707,0,0,0,0,0,0,0,0,0,0,0
1640671722,0,0,0,0,0,0,0,0,0,0,0
1640671737,0,0,0,0,0,0,0,0,0,0,0
1640671752,0,0,0,0,0,0,0,0,0,0,0
1640671767,0,0,0,0,0,0,0,0,0,0,0
1640671782,0,0,0,0,0,0,0,0,0,0,0
1640671797,0,0,0,0,0,0,0,0,0,0,0
1640671812,0,0,0,0,0,0,0,0,0,0,0
1640671827,0,0,0,0,0,0,0,0,0,0,0
1640671842,0,0,0,0,0,0,0,0,0,0,0
1640671857,0,0,0,0,0,0,0,0,0,0,0
1640671872,0,0,0,0,0,0,0,0,0,0,0
1640671887,0,0,0,0,0,0,0,0,0,0,0
1640671902,0,0,0,0,0,0,0,0,0,0,0
1640671917,0,0,0,0,0,0,0,0,0,0,0
1640671932,0,0,0,0,0,0,0,0,0,0,0
1640671947,0,0,0,0,0,0,0,0,0,0,0
1640671962,0,0,0,0,0,0,0,0,0,0,0
1640671977,0,0,0,0,0,0,0,0,0,0,0
1640671992,0,0,0,0,0,0,0,0,0,0,0
1640672007,0,0,0,0,0,0,0,0,0,0,0
1640672022,0,0,0,0,0,0,0,0,0,0,0
1640672037,0,0,0,0,0,0,0,0,0,0,0
1640672052,0,0,0,0,0,0,0,0,0,0,0
1640672067,0,0,0,0,0,0,0,0,0,0,0
1640672082,0,0,0,0,0,0,0,0,0,0,0
1640672097,0,0,0,0,0,0,0,0,0,0,0
1640672112,0,0,0,0,0,0,0,0,0,0,0
1640672127,0,0,0,0,0,0,0,0,0,0,0
1640672142,0,0,0,0,0,0,0,0,0,0,0
1640672157,0,0,0,0,0,0,0,0,0,0,0
1640672172,0,0,0,0,0,0,0,0,0,0,0
1640672187,0,0,0,0,0,0,0,0,0,0,0
1640672202,0,0,0,0,0,0,0,0,0,0,0
1640672217,0,0,0,0,0,0,0,0,0,0,0
1640672232,0,0,0,0,0,0,0,0,0,0,0
1640672247,0,0,0,0,0,0,0,0,0,0,0
1640672262,0,0,0,0,0,0,0,0,0,0,0
1640672277,0,0,0,0,0,0,0,0,0,0,0
1640672292,0,0,0,0,0,0,0,0,0,0,0
1640672307,0,0,0,0,0,0,0,0,0,0,0
1640672322,0,0,0,0,0,0,0,0,0,0,0
1640672337,0,0,0,0,0,0,0,0,0,0,0
1640672352,0,0,0,0,0,0,0,0,0,0,0
1640672367,0,0,0,0,0,0,0,0,0,0,0
1640672382,0,0,0,0,0,0,0,0,0,0,0
1640672397,0,0,0,0,0,0,0,0,0,0,0
1640672412,0,0,0,0,0,0,0,0,0,0,0
1640672427,0,0,0,0,0,0,0,0,0,0,0
1640672442,0,0,0,0,0,0,0,0,0,0,0
1640672457,0,0,0,0,0,0,0,0,0,0,0
1640672472,0,0,0,0,0,0,0,0,0,0,0
1640672487,0,0,0,0,0,0,0,0,0,0,0
1640672502,0,0,0,0,0,0,0,0,0,0,0
1640672517,0,0,0,0,0,0,0,0,0,0,0
1640672532,0,0,0,0,0,0,0,0,0,0,0
1640672547,0,0,0,0,0,0,0,0,0,0,0
1640672562,0,0,0,0,0,0,0,0,0,0,0
1640672577,0,0,0,0,0,0,0,0,0,0,0
1640672592,0,0,0,0,0,0,0,0,0,0,0
1640672607,0,0,0,0,0,0,0,0,0,0,0
1640672622,0,0,0,0,0,0,0,0,0,0,0
1640672637,0,0,0,0,0,0,0,0,0,0,0
1640672652,0,0,0,0,0,0,0,0,0,0,0
1640672667,0,0,0,0,0,0,0,0,0,0,0
1640672682,0,0,0,0,0,0,0,0,0,0,0
1640672697,0,0,0,0,0,0,0,0,0,0,0
1640672712,0,0,0,0,0,0,0,0,0,0,0
1640672727,0,0,0,0,0,0,0,0,0,0,0
1640672742,0,0,0,0,0,0,0,0,0,0,0
1640672757,0,0,0,0,0,0,0,0,0,0,0
1640672772,0,0,0,0,0,0,0,0,0,0,0
1640672787,0,0,0,0,0,0,0,0,0,0,0
1640672802,0,0,0,0,0,0,0,0,0,0,0
1640672817,0,0,0,0,0,0,0,0,0,0,0
1640672832,0,0,0,0,0,0,0,0,0,0,0
1640672847,0,0,0,0,0,0,0,0,0,0,0
1640672862,0,0,0,0,0,0,0,0,0,0,0
1640672877,0,0,0,0,0,0,0,0,0,0,0
1640672892,0,0,0,0,0,0,0,0,0,0,0
1640672907,0,0,0,0,0,0,0,0,0,0,0
1640672922,0,0,0,0,0,0,0,0,0,0,0
1640672937,0,0,0,0,0,0,0,0,0,0,0
1640672952,0,0,0,0,0,0,0,0,0,0,0
1640672967,0,0,0,0,0,0,0,0,0,0,0
1640672982,0,0,0,0,0,0,0,0,0,0,0
1640672997,0,0,0,0,0,0,0,0,0,0,0
1640673012,0,0,0,0,0,0,0,0,0,0,0
1640673027,0,0,0,0,0,0,0,0,0,0,0
1640673042,0,0,0,0,0,0,0,0,0,0,0
1640673057,0,0,0,0,0,0,0,0,0,0,0
1640673072,0,0,0,0,0,0,0,0,0,0,0
1640673087,0,0,0,0,0,0,0,0,0,0,0
1640673102,0,0,0,0,0,0,0,0,0,0,0
1640673117,0,0,0,0,0,0,0,0,0,0,0
1640673132,0,0,0,0,0,0,0,0,0,0,0
1640673147,0,0,0,0,0,0,0,0,0,0,0
1640673162,0,0,0,0,0,0,0,0,0,0,0
1640673177,0,0,0,0,0,0,0,0,0,0,0
1640673192,0,0,0,0,0,0,0,0,0,0,0
1640673207,0,0,0,0,0,0,0,0,0,0,0
1640673222,0,0,0,0,0,0,0,0,0,0,0
1640673237,0,0,0,0,0,0,0,0,0,0,0
1640673252,0,0,0,0,0,0,0,0,0,0,0
1640673267,0,0,0,0,0,0,0,0,0,0,0
1640673282,0,0,0,0,0,0,0,0,0,0,0
1640673297,0,0,0,0,0,0,0,0,0,0,0
1640673312,0,0,0,0,0,0,0,0,0,0,0
1640673327,0,0,0,0,0,0,0,0,0,0,0
1640673342,0,0,0,0,0,0,0,0,0,0,0
1640673357,0,0,0,0,0,0,0,0,0,0,0
1640673372,0,0,0,0,0,0,0,0,0,0,0
1640673387,0,0,0,0,0,0,0,0,0,0,0
1640673402,0,0,0,0,0,0,0,0,0,0,0
1640673417,0,0,0,0,0,0,0,0,0,0,0
1640673432,0,0,0,0,0,0,0,0,0,0,0
1640673447,0,0,0,0,0,0,0,0,0,0,0
1640673462,0,0,0,0,0,0,0,0,0,0,0
1640673477,0,0,0,0,0,0,0,0,0,0,0
1640673492,0,0,0,0,0,0,0,0,0,0,0
1640673507,0,0,0,0,0,0,0,0,0,0,0
1640673522,0,0,0,0,0,0,0,0,0,0,0
1640673537,0,0,0,0,0,0,0,0,0,0,0
1640673552,0,0,0,0,0,0,0,0,0,0,0
1640673567,0,0,0,0,0,0,0,0,0,0,0
1640673582,0,0,0,0,0,0,0,0,0,0,0
1640673597,0,0,0,0,0,0,0,0,0,0,0
1640673612,0,0,0,0,0,0,0,0,0,0,0
1640673627,0,0,0,0,0,0,0,0,0,0,0
1640673642,0,0,0,0,0,0,0,0,0,0,0
1640673657,0,0,0,0,0,0,0,0,0,0,0
1640673672,0,0,0,0,0,0,0,0,0,0,0
1640673687,0,0,0,0,0,0,0,0,0,0,0
1640673702,0,0,0,0,0,0,0,0,0,0,0
1640673717,0,0,0,0,0,0,0,0,0,0,0
1640673732,0,0,0,0,0,0,0,0,0,0,0
1640673747,0,0,0,0,0,0,0,0,0,0,0
1640673762,0,0,0,0,0,0,0,0,0,0,0
1640673777,0,0,0,0,0,0,0,0,0,0,0
1640673792,0,0,0,0,0,0,0,0,0,0,0
1640673807,0,0,0,0,0,0,0,0,0,0,0
1640673822,0,0,0,0,0,0,0,0,0,0,0
1640673837,0,0,0,0,0,0,0,0,0,0,0
1640673852,0,0,0,0,0,0,0,0,0,0,0
1640673867,0,0,0,0,0,0,0,0,0,0,0
1640673882,0,0,0,0,0,0,0,0,0,0,0
1640673897,0,0,0,0,0,0,0,0,0,0,0
1640673912,0,0,0,0,0,0,0,0,0,0,0
1640673927,0,0,0,0,0,0,0,0,0,0,0
1640673942,0,0,0,0,0,0,0,0,0,0,0
1640673957,0,0,0,0,0,0,0,0,0,0,0
1640673972,0,0,0,0,0,0,0,0,0,0,0
1640673987,0,0,0,0,0,0,0,0,0,0,0
1640674002,0,0,0,0,0,0,0,0,0,0,0
1640674017,0,0,0,0,0,0,0,0,0,0,0
1640674032,0,0,0,0,0,0,0,0,0,0,0
1640674047,0,0,0,0,0,0,0,0,0,0,0
1640674062,0,0,0,0,0,0,0,0,0,0,0
1640674077,0,0,0,0,0,0,0,0,0,0,0
1640674092,0,0,0,0,0,0,0,0,0,0,0
1640674107,0,0,0,0,0,0,0,0,0,0,0
1640674122,0,0,0,0,0,0,0,0,0,0,0
1640674137,0,0,0,0,0,0,0,0,0,0,0
1640674152,0,0,0,0,0,0,0,0,0,0,0
1640674167,0,0,0,0,0,0,0,0,0,0,0
1640674182,0,0,0,0,0,0,0,0,0,0,0
1640674197,0,0,0,0,0,0,0,0,0,0,0
1640674212,0,0,0,0,0,0,0,0,0,0,0
1640674227,0,0,0,0,0,0,0,0,0,0,0
1640674242,0,0,0,0,0,0,0,0,0,0,0
1640674257,0,0,0,0,0,0,0,0,0,0,0
1640674272,0,0,0,0,0,0,0,0,0,0,0
1640674287,0,0,0,0,0,0,0,0,0,0,0
1640674302,0,0,0,0,0,0,0,0,0,0,0
1640674317,0,0,0,0,0,0,0,0,0,0,0
1640674332,0,0,0,0,0,0,0,0,0,0,0
1640674347,0,0,0,0,0,0,0,0,0,0,0
1640674362,0,0,0,0,0,0,0,0,0,0,0
1640674377,0,0,0,0,0,0,0,0,0,0,0
1640674392,0,0,0,0,0,0,0,0,0,0,0
1640674407,0,0,0,0,0,0,0,0,0,0,0
1640674422,0,0,0,0,0,0,0,0,0,0,0
1640674437,0,0,0,0,0,0,0,0,0,0,0
1640674452,0,0,0,0,0,0,0,0,0,0,0
1640674467,0,0,0,0,0,0,0,0,0,0,0
1640674482,0,0,0,0,0,0,0,0,0,0,0
1640674497,0,0,0,0,0,0,0,0,0,0,0
1640674512,0,0,0,0,0,0,0,0,0,0,0
1640674527,0,0,0,0,0,0,0,0,0,0,0
1640674542,0,0,0,0,0,0,0,0,0,0,0
1640674557,0,0,0,0,0,0,0,0,0,0,0
1640674572,0,0,0,0,0,0,0,0,0,0,0
1640674587,0,0,0,0,0,0,0,0,0,0,0
1640674602,0,0,0,0,0,0,0,0,0,0,0
1640674617,0,0,0,0,0,0,0,0,0,0,0
1640674632,0,0,0,0,0,0,0,0,0,0,0
1640674647,0,0,0,0,0,0,0,0,0,0,0
1640674662,0,0,0,0,0,0,0,0,0,0,0
1640674677,0,0,0,0,0,0,0,0,0,0,0
